"Species","pa","X","Y","alt","rats","cropland","treeloss","lulc","pop","ppt_m","tmin_m","travel"
"rat_pathogens",1,12.91793666,50.82866401,395,13,23.6111106872559,0.486566662788391,0.694527745246887,605.902770996094,53.25,35.9166679382324,4.37296199798584
"rat_pathogens",1,9.961526322,53.54920286,10,11,0,0.140993997454643,0.871775448322296,1606.65539550781,61.3333320617676,45.4166679382324,44.1536712646484
"rat_pathogens",1,12.17880007,53.7945177,19,12,25.6111106872559,0.149857342243195,0.646667957305908,164.416198730469,47.6666679382324,51.8333320617676,29.9595336914062
"rat_pathogens",1,14.96944427,45.85522373,319,13,7.91666650772095,0.370627999305725,0.479541480541229,31.2560863494873,103.75,58.6666679382324,84.6632385253906
"rat_pathogens",1,5.027234621,47.3182403,241,13,32.9444427490234,0.138116329908371,0.844163656234741,869.535705566406,63.9166679382324,61,45.9633445739746
"rat_pathogens",1,-51.88849259,3.816127477,53,17.8290672302246,0,0.46545198559761,0.0636528506875038,24.1556663513184,270.333343505859,209.25,485.543884277344
"rat_pathogens",1,-59.82521817,-3.197660186,16,10,0,1.49850165843964,0.301039159297943,23.7019691467285,180.91667175293,233,1449.67504882812
"rat_pathogens",1,8.791919393,9.730105036,1264,13,26.3055553436279,0.0204551108181477,0.756829798221588,802.703247070312,115.166664123535,164,50.3663673400879
"rat_pathogens",1,-59.46226147,-22.96817162,117,9.64304733276367,0,1.62447142601013,0.140594661235809,1.62505769729614,65.1666641235352,175.16667175293,273.550445556641
"rat_pathogens",1,-64.19984642,-13.2339213,139,13.2974233627319,0,0.214677557349205,0.126664444804192,1.57557487487793,119.916664123535,198.58332824707,257.152130126953
"rat_pathogens",1,-69.45028521,8.791670513,108,7.5197319984436,13.5555553436279,0.608744442462921,0.244729936122894,10.6248664855957,120.25,227.16667175293,118.033981323242
"rat_pathogens",1,-120.5825848,35.11900944,128,8,9.33333301544189,0.185865670442581,0.413934379816055,160.207138061523,39.5833320617676,77.3333358764648,16.5630989074707
"rat_pathogens",1,-10.70942269,9.450037756,530,13.6538171768188,0,1.6707980632782,0.184640854597092,9.34728717803955,158.33332824707,168.41667175293,128.998901367188
